TRIFID	DOCUMENT CONTROL NUMBER	CAS NUMBER	CHEMICAL NAME	CLASSIFICATION	REPORTING YEAR	FACILITY NAME	FACILITY STREET	FACILITY CITY	FACILITY COUNTY	FACILITY STATE	FACILITY ZIP CODE	ENTIRE FACILITY IND	PARTIAL FACILITY IND	FEDERAL FACILITY IND	GOCO FACILITY IND	PRIMARY SIC CODE	SIC CODE 2	SIC CODE 3	SIC CODE 4	SIC CODE 5	SIC CODE 6	NAICS ORIGIN	PRIMARY NAICS CODE	NAICS CODE 2	NAICS CODE 3	NAICS CODE 4	NAICS CODE 5	NAICS CODE 6	LATITUDE	LONGITUDE	DB NR A	DB NR B	RCRA NR A	RCRA NR B	NPDES NR A	NPDES NR B	UIC NR A	UIC NR B	PARENT COMPANY NAME	PARENT COMPANY DB NR	ADDITION INFORMATION - SOURCE REDUCTION	ASSIGNED FED. FACILITY FLAG	PUBLIC CONTACT EMAIL	REVISION CODE 1	REVISION CODE 2	METAL INDICATOR	3-3-2012	
97738CMPST12860	1305203558844	000100425	STYRENE	TRI	2005	MONACO RV LLC HINES DIV	320 SNOW MOUNTAIN RD	HINES	HARNEY	OR	97738	YES	NO	NO	NO	3716							325991						43.566299	-119.079697									NAVISTAR	005214200	Monaco is exploring closed molding as a way to decrease emissions, and increase parts quality.	NO				NO	 	
07008BLLGLONEMI	1305203307448	N420	LEAD COMPOUNDS	PBT	2005	SAINT-GOBAIN CONTAINERS	50 BRYLA ST	CARTERET	MIDDLESEX	NJ	07008	YES	NO	NO	NO	3221							327213						40.587611	-74.243011	927756882								SAINT-GOBAIN CONTAINERS	827756882	FACILITY CEASED OPERATING IN NOVEMBER 2005.  FACILITY WAS IN PROCESS OF DECOMMISSIONING AND REMOVING EQUIPMENT IN LATE 2005 AND EARLY 2006.	NO				YES	 	
04609SNTLPRTE23	1305203331362	N420	LEAD COMPOUNDS	PBT	2005	U.S. NATL PARK SERVICE ACADIA NATIONAL PARK	RT 233 MCFARLAND HILL	BAR HARBOR	HANCOCK	ME	04609	YES	NO	YES	NO	9512							924120						44.39725	-68.292012									US DEPARTMENT OF THE INTERIOR		Source reduction at firing range was realized by restricting the use of lead containing ammunition to qualification testing only.  This restriction now applies to all agencies/parties using the firing range.  All other non-qualification uses at the firing range require non-lead containing ammunition.   In 2005 Acadia National Park experienced a reduction in the amount of qualifications by officers.	YES	LEN_BOBINCHOCK@NPS.GOV			YES	 	
51106KYDFD1919G	1305203357126	N100	COPPER COMPOUNDS	TRI	2005	KAY DEE FEED CO INC.	1919 GRAND AVE	SIOUX CITY	WOODBURY	IA	51106	YES	NO	NO	NO	2048							311119						42.47286	-96.29205	107599656								NUTRA FLO CO	617594601	Manganese compounds are no longer used in the product formulations in Kay Dee Feed Company products.  Zinc compounds are still used but the total quantity used in 2005 was below the reportable threshold value of 25,000 lbs as a formulation component.	NO				YES	 	
97408MNCCC91320	1305203559897	000108883	TOLUENE	TRI	2005	MONACO RV LLC	91320 COBURG INDUSTRIAL WAY	COBURG	LANE	OR	97408	YES	NO	NO	NO	3716							336213						44.143795	-123.056614	829980291								NAVISTAR INTERNATIONAL CORP	005214200	Installation of VOC control device in Monaco's second paint plant occurred in 2005.	NO	MIKE.BLOMME@MONACORV.COM			NO	 	
49424DNNLL35751	1305203559950	007439921	LEAD	PBT	2005	MAGNA DONNELLY HOLLAND MIRRORS	3575 128TH AVE	HOLLAND	OTTAWA	MI	49424	YES	NO	NO	NO	3714							327215						42.833131	-86.098328	006011936								MAGNA DONNELLY CORP	006011936	The elimination of lead occured becuase of a customer requirement.	NO				YES	 	
45223RTXNC1230K	1305203581691	007439921	LEAD	PBT	2005	ROTEX GLOBAL LLC	1230 KNOWLTON ST	CINCINNATI	HAMILTON	OH	45223	YES	NO	NO	NO	3569							333999						39.161524	-84.530003	004248316										Currently in the process of out sourcing some of the process , both to domestic and international contract companies And some of our new designed machinery will replace some of these older product lines	NO	JMMOHLER@ROTEX.COM			YES	 	
49203LMPLT1319S	1305203645092	007697372	NITRIC ACID	TRI	2005	ELM PLATING CO	1319 S ELM ST	JACKSON	JACKSON	MI	492033307	YES	NO	NO	NO	3471							332813						42.238126	-84.384354	004916730								ELM PLATING CO	004916730	Nitric is used  mainly to maintain pH in various tanks on the plating lines.  Nitric is also an ingredient found in most of the chromates at our facility on the plating lines.  We have increased our plating business since 2004 and are always looking for new alternatives to decrease the hazardous materials used.  We work closely with our suppliers and customers to achieve our goals.   We are certified with the city of Jackson to test waste water discharge and we do that on a daily basis.  We are required to submit monthly, quarterly and semi annual reports for our certification and permits and comply with annual audits.  We have not had problems maintaining our certification or renewing our permits. Part of our testing invloves daily pH in which our range is must be between 5 and 10.  We are confident with the effiency of our waste treatment system that the Nitric is being treated as it should because our daily waste water pH results are above 6.0 and recorded.    We are ISO 14001 as well as Clean Corporate Citizen and part of the Pollution Prevention Program for the state of Michigan.	NO	SEAN.PECK@ELMPLATING.COM			NO	 	
47201DMTCR1751A	1305203645902	007440508	COPPER	TRI	2005	PMG INDIANA CORP	1751 ARCADIA DR	COLUMBUS	BARTHOLOMEW	IN	472012189	YES	NO	NO	NO	3714							332117						39.232431	-85.939835	194284204		IND194284204						PLANSEE HOLDING AG		WE STARTED ONSITE RECYCLING OF POWDER COLLECTED AT THE COMPACTING PROCESS.	NO	JBORAM@US.PMGSINTER.COM			YES	 	
47834GRTDNUSHIG	1305203307816	000108883	TOLUENE	TRI	2005	GREAT DANE TRAILERS	2664 E US HWY 40	BRAZIL	CLAY	IN	47834	YES	NO	NO	NO	3715							336212						39.533639	-87.062639	964881395								GREAT DANE LP	964822860	Vendor substituted less hazardous solvents to reduce VOC and HAPs; also, evaluated existing warehouse and disposed of outdated materials.  Implemented new procedures to limit storage of rejected or unused products.	NO	TJPITTMAN@GREATDANETRAILERS.COM			NO	 	
48160MLNPL800CO	1305203447432	000071363	N-BUTYL ALCOHOL	TRI	2005	AUTOMOTIVE COMPONENTS HOLDINGS LLC MILAN PLANT	800 COUNTY ST	MILAN	MONROE	MI	48160	YES	NO	NO	NO	3714							336399						42.08289	-83.668777	091955476								AUTOMOTIVE COMPONENTS HOLDINGS INC	607597098	ACH Commitment to the Environment Automotive Components Holdings, LLC (ACH) has a formal written Environmental Policy focused on protecting and conserving the natural environment. Environmental stewardship is among ACH's highest corporate priorities, and the company is committed to conducting its business in an environmentally responsible manner. ACH's environmental objective is to distinguish corporate citizenship capabilities through a demonstration of decisive environmental stewardship and sustainable development initiatives.  The company operates an Environmental Management System consistent with the ISO 14001 International Standard and all ACH manufacturing facilities have been third-party certified to the ISO 14001 Standard. This includes identifying and acting upon significant environmental aspects and setting objectives and targets relating to operations and facilities, including: Managing air emissions, Conserving energy and natural resources, Managing materials to reduce environmental impact, and Conservation of natural resources. The company complies with all current regulatory standards and often surpasses local applicable regulatory and legal requirements. We continually strive to  improve our environmental performance by working to minimize the creation of solid and liquid waste and eliminate practices that could have a harmful impact on future generations.	NO	GHUTCH23@ACH-LLC2.COM			NO	 	
60566MCRSRWARRE	1305203583341	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2005	BP NAPERVILLE CAMPUS	150 W WARRENVILLE RD	NAPERVILLE	DUPAGE	IL	60563	YES	NO	NO	NO	8734	5171						424710						41.811134	-88.147105	076877877								BP AMERICA INC	039596507	N/A	NO	VALERIE.CORR@BP.COM			NO	 	
29526HNYWL440AL	1305203646334	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2005	METGLAS INC	440 ALLIED DR	CONWAY	HORRY	SC	29526	YES	NO	NO	NO	3497	3399						332999						33.797503	-78.995402	139727395								HITACHI METALS OF AMERICA LTD	070572482	Metglas instuted process and waste control activities to reduce waste disposal, improve metal handling and operations efficiencies. In the past, Metglas was estimating what was being put in the plant general trash. With the changes in 2005 practices, Metglas feels it has eliminated the toxic chemicals going to the Horry County Landfill.	NO	DODD.SMITH@METGLAS.COM			YES	 	
32218THBFG6061B	1305203333947	N420	LEAD COMPOUNDS	PBT	2005	GOODRICH CORP	6061 GOODRICH BLVD	JACKSONVILLE	DUVAL	FL	32226	YES	NO	NO	NO	3069							326299						30.403283	-81.518846	151336138								GOODRICH CORP	151336138	Source reduction is not applicable for this chemical.  The amount of production depends upon the U.S.Navy procurement needs. Goodrich is under contract with the U.S.Navy and the Navy requires that the lead compound is used in a specific manner in the production of these Defense Department parts.	NO	JAMES.POLLOCK@GOODRICH.COM			YES	 	
06615SCHRM175GA	1305203403365	N420	LEAD COMPOUNDS	PBT	2005	US CHROME CORP OF CONNECTICUT	175 GARFIELD AVE	STRATFORD	FAIRFIELD	CT	06615	YES	NO	NO	NO	3471							332813						41.171918	-73.148286	037515186								US CHROME CORP	037510377	In general, we try to minimize the waste disposal of lead and lead compounds that ends up in a landfill.  We use lead as anodes on the plating process and are able to use the anodes over and over again.  We gather and segregate lead used for anodes that is no longer useful for recycling and reuse.  We have not had to do this for a while, but we have recently gathered some lead ready to be sent out for recycling.  Lead chromate sludge accumulates at the bottom of the tank and we periodically remove it for disposal.  We have moved to platinum coated anodes in areas where we can afford to use it.  On a corporate level we are developing new coatings in which lead would not be used.	NO	J_CARPENTER@USCHROME.COM			YES	 	
99703SDPRT1060G	1305203518459	N450	MANGANESE COMPOUNDS	TRI	2005	US ARMY FORT WAINWRIGHT CANTONMENT	1060 GAFFNEY RD #4500	FORT WAINWRIGHT	FAIRBANKS NORTH STAR	AK	997034500	YES	NO	YES	NO	9711							928110						64.823	-147.6106			AK6210022426	AK6210022422	AKR05A480				US DEPARTMENT OF DEFENSE		New fabric filter system (baghouse) fully online in RY-2005.  Particulates that were formerly released through coal fired steam plant stacks are now nearly 100% captured and disposed to on-site landfill.	YES	ERIC.MICHAEL.DICK@US.ARMY.MIL			YES	 	
14611LNBRG620BU	1305203360502	007664417	AMMONIA	TRI	2005	BODYCOTE THERMAL PROCESSING	620 BUFFALO RD	ROCHESTER	MONROE	NY	146112098	YES	NO	NO	NO	3398							332811						43.14994	-77.666422									BODYCOTE PLC		Bodycote Thermal Processing conducted a test in October 2005 to determine the amount of ammonia exhausted from the facility as compared to the total amount of ammonia used by the facility during a 50 hour period. This test was conducted to confirm the process efficiency improvements made by Bodycote during the past five years. The test confirmed that ammonia emissions were substantially lower than previously estimated.	NO	TONY.SCHAUT@BODYCOTE.COM			NO	 	
23804BRNCNPETER	1305203405725	007439965	MANGANESE	TRI	2005	AMSTED RAIL CO INC	2580 FRONTAGE RD	PETERSBURG	PETERSBURG (CITY)	VA	23805	YES	NO	NO	NO	3562	3499	3462					332111						37.202755	-77.363799	070015748								AMSTED INDUSTRIES INC	005146667	We have found an alternative to landfilling "swarf" by recycling this material to the different metal scrap dealers we utilize.	NO	CANDREWS@AMSTEDRAIL.COM			YES	 	
89502PRDSM4098S	1305203405776	007439921	LEAD	PBT	2005	PARADISE MFG INC	4098 S MCCARRAN BLVD SUITE C	RENO	WASHOE	NV	895027527	YES	NO	NO	NO	3672							334418						39.47692	-119.76964	179240874										Lead usage will reduce and utimately drop to zero (0 lbs) in the years to follow. This reduction will be directly related to the ROHS iniative beginning this year.	NO	KITPARADIS@FRONTIER.COM			YES	 	
04289MDWST23BET	1305203451188	N420	LEAD COMPOUNDS	PBT	2005	MIDWEST-PRICE CO LLC	23 BETHEL RD	WEST PARIS	OXFORD	ME	04289	YES	NO	NO	NO	2429							321912						44.29211	-70.53021											Lead is naturally contained in logs that are chipped by the facility.  Therefore barium is processed by the facility above the reporting threshold.  However, no lead is actually released to the environment, as all wood chips and lead naturally contained in those wood chips are sold as product.	NO				YES	 	
47371PTRTP201SM	1305203541255	000108883	TOLUENE	TRI	2005	PATRIOT PAINT LLC	304 S BLAINE PIKE	PORTLAND	JAY	IN	47371	YES	NO	NO	NO	2851							325510						40.432202	-84.98496	057655342								POLYMER INC	008129202	Orders for coatings with toluene were down considerably this year	NO	WHAMPSON@PATRIOTPAINT.COM			NO	 	
70073THCLT7500F	1305203565080	N590	POLYCYCLIC AROMATIC COMPOUNDS	PBT	2005	KNIGHT-CELOTEX LLC	7500 FOURTH ST	MARRERO	JEFFERSON	LA	70072	YES	NO	NO	NO	2493							321219						29.90192	-90.12845	008149403								KNIGHT INDUSTRIES LLC	024924172	The facility did not operate from August 28, 2005 till the end of the year.	NO				NO	 	
01420NWRKM1NEWA	1305203565623	007439921	LEAD	PBT	2005	NEWARK AMERICA	100 NEWARK WAY	FITCHBURG	WORCESTER	MA	01420	YES	NO	NO	NO	2631							322130						42.558359	-71.850043	024324779								THE NEWARK GROUP INC	085653186	Newark America is a producer of recyclyed paperboard, using old news print as our primary raw material.  Paper contains lead, which, in the recycling process, remains with the new product.  The calculations used are as follows:  Lead is an impurity in paper products, which we produce.  Tests done on our paper indicate a Lead amounts at 1.4 ppm.  Total Production is 100,000 tons per year  100,000 (tons production annual)*2,000 (pounds per ton)/1,000,000 (conversion to millions of parts)*1.4 (parts per million)=280 Total pounds of Lead moved through the mill  Short paper fiber waste removed to Mass Natural Fertilizer Company  21 topns per day removed at 2.9 ppm lead content 21*2,000*2.9/1,000,000*310 (operating days)=38 pounds Lead  Water sent to POTW (West Fitchburg Wastewater Treatment Plant, WFWWTP, 250,000 gallons per day, <0.001 ppm Lead 250,000*365*8.34/1,000,000*0.001=0.76 pounds Lead  We burn #2 fuel oil and the amount of Lead Otherwise used by factors is 7.1 pounds, Lead compounds created during combustion are 7.6 pounds.  The factors used for this determination are found in EPA Guidance document 260-B-01-027, December 2001.	NO	JGLASIER@TNGUS.COM			YES	 	
77631SMNTNFM100	1305203648656	000076028	TRICHLOROACETYL CHLORIDE	TRI	2005	SOLVAY SOLEXIS INC	4059 FM 1006	ORANGE	ORANGE	TX	77630	YES	NO	NO	NO	2821							325211						30.048611	-93.771944	154288492								SOLVAY AMERICA INC	154288492	For the 2005 reporting year, the facility used less Trichloroacetyl chloride than the previous reporting year and will continue to strive to reduce the quantity of this chemical used on-site.  It was included in this reporting year report despite being below the reporting threshold quantity.  Next year, Trichloroacetyl chloride will not be voluntarily reported if below the reporting threshold quantity.	NO	DAVID.VALVODA@SOLVAY.COM			NO	 	
46161FRDNB487WM	1305203313960	000067561	METHANOL	TRI	2005	FREUDENBERG-NOK MORRISTOWN PLA NT	487 W MAIN ST	MORRISTOWN	SHELBY	IN	46161	YES	NO	NO	NO	3053							326299						39.674389	-85.706472	001084672								FREUDENBERG-NOK	001084672	Installed new, more efficient coating units and thermal oxidizer.  Old equipment being phased out during 2006.	NO	RES@FNGP.COM			NO	 	
43228RXNLB1509W	1305203314226	000554132	LITHIUM CARBONATE	TRI	2005	BOEHRINGER INGELHEIM ROXANE INC	1809 WILSON RD	COLUMBUS	FRANKLIN	OH	43228	YES	NO	NO	NO	2834							325412						39.990459	-83.109273	058839929								BOEHRINGER INGELHEIM CORP	603175944	The formulating and compounding yields for Lithium Carbonate Product  increased due to changes in mixing procedures. The amount of waste increased because the amount of material processed increased for 2005.	NO	MSLAIMAN@COL.BOEHRINGER-INGELHEIM.COM			YES	 	
74101CHRMM412NC	1305203521012	N420	LEAD COMPOUNDS	PBT	2005	CHROMIUM PLATING CO	412 N CHEYENNE	TULSA	TULSA	OK	74103	YES	NO	NO	NO	3471							332813						36.159679	-95.997272	061627758										We had an increase of lead waste due to house cleaning, getting rid of old chemcial product, increasing production and getting new tanks and liners.	NO	ANGIEW@CHROMEUSA.COM			YES	 	
16117CLGNCPOBOX	1305203542675	N230	CERTAIN GLYCOL ETHERS	TRI	2005	NALCO CO	125 NALCO WAY/RT 65	ELLWOOD CITY	BEAVER	PA	16117	YES	NO	NO	NO	2899	2869	2819					325998						40.851667	-80.274167	004962403								NALCO HOLDING CO		W89  Wash water recylcing	NO	SSCHAWALDER@NALCO.COM			NO	 	
45418LBMRL1515N	1305203566587	000067561	METHANOL	TRI	2005	ALBEMARLE CORP DAYTON	1515 NICHOLAS RD	DAYTON	MONTGOMERY	OH	45418	YES	NO	NO	NO	2833							325411						39.732463	-84.221305	825080096								ALBEMARLE CORP	825080096	Continuing Source Reduction Efforts: 1) Evaluating projects in the development stages, in an effort to minimizing solvent use 2) Apply green chemistry whenever possible 3) Control raw materials by project planning and inventory control 4) System in place to control raw materials shelve life and retest raw materials for continue use whenever possible	NO	MATT_LYNCH@ALBEMARLE.COM			NO	 	
50401PRTLN17THS	1305203587884	N420	LEAD COMPOUNDS	PBT	2005	HOLCIM (US) INC	1840 N FEDERAL AVE	MASON CITY	CERRO GORDO	IA	504017400	YES	NO	NO	NO	3241							327310						43.175	-93.205	612227165								HOLCIM (US) INC	608963674	SECTION 5.2 - BASIS OF ESTIMATE OTHER - CALCULATED PARTIALLY BY MASS BALANCE AND PARTIALLY BY STACK TESTING (MONITORING)	NO	JOHN.FLORES@HOLCIM.COM			YES	 	
62201BGRVRRTE3M	1305203610480	N982	ZINC COMPOUNDS	TRI	2005	BIG RIVER ZINC	2401 MISSISSIPPI AVE	SAUGET	ST CLAIR	IL	62201	YES	NO	NO	NO	3339							331419						38.60157	-90.1726	193002920										The plant ceased operations in Jan 2006. Therefore the values in section 8 column c were estimated at 10% of 2005 values. The plant is scheduled to reopen sometime in2007. Therefore the values in section 8 column d were estimated at 50% of the 2005 values.  Big River Zinc has no on site landfills or on site land disposal. Values reported in section 5 and 8.1a in RY 2004 and previous years were errors.	NO	GOBELDOBEL@BIGRIVERZINC.COM			YES	 	
90023BRGLC3150E	1305203630595	001330207	XYLENE (MIXED ISOMERS)	TRI	2005	PACIFIC RESOURCE RECOVERY	3150 E PICO BLVD	LOS ANGELES	LOS ANGELES	CA	90023	NO	YES	NO	NO	7389							562112						34.018006	-118.211303			CAD008252405		CAD062006				BERG LACQUER CO		The vapor recovery system has been upgraded to cover most mixers	NO	MRUSSELL@ELLISPAINT.COM			NO	 	
27320GTTCH1704B	1305203314986	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2005	AMI DODUCO (NC) INC.	1704 BARNES ST	REIDSVILLE	ROCKINGHAM	NC	27320	YES	NO	NO	NO	3499							332999						36.315167	-79.799222	627878192								TECHNITROL, INC	002300556	Please be advised that on June 1, 2005 the manufacturing operations at this facility were sold to EMS Corporation and that on September 1, 2005 all manufacturing operations ceased.  On December 31, 2005 all manufacturing equipement, scrap, and product were removed from this facility.  As a result, this is the final Toxic Release Inventory Report that will be filed for this facility.	NO				YES	 	
89506MSTRH14331	1305203315510	N982	ZINC COMPOUNDS	TRI	2005	MASTER-HALCO INC	14331 LEAR BLVD	RENO	WASHOE	NV	89506	YES	NO	NO	NO	3496	3479						331222						39.642572	-119.892602	008261620								ITOCHU CORP OF AMERICA INC	006985956	Facility operations were terminated in December 2005, therefore future estimates in Section 8.5 are reflected with zero quantities. No additional Form R Reporting will be required beyond Reporting Year 2005.	NO				YES	 	
72753RKNSSPRAIR	1305203339027	N982	ZINC COMPOUNDS	TRI	2005	AZZ GALVANIZING-ARKANSAS	998 ESCUE DR	PRAIRIE GROVE	WASHINGTON	AR	72753	YES	NO	NO	NO	3479							332812						35.97502	-94.331852	181233297								AZZ INC	008012148	Installed baghouse for air emission controls.	NO	KEVINHALSTEAD@AZZGALV.COM			YES	 	
80525GLNTT4380S	1305203408176	000107211	ETHYLENE GLYCOL	TRI	2005	AVAGO TECHNOLOGIES INC FORT COLLINS COLORADO	4380 ZIEGLER RD	FORT COLLINS	LARIMER	CO	80525	YES	NO	NO	NO	3674							334413						40.525473	-105.02027	610719465								AVAGO TECHNOLOGIES		Reduction of ethylene glycol was primarlily due to change in type of products being manufactured.	NO	DAN.JOLIFF@AVAGOTECH.COM			NO	 	
48170FRDMT14425	1305203431073	007439965	MANGANESE	TRI	2005	AUTOMOTIVE COMPONENTS HOLDINGS LLC SHELDON ROAD PLANT	14425 SHELDON RD	PLYMOUTH	WAYNE	MI	48170	YES	NO	NO	NO	3714							336399						42.386185	-83.481105	607597098								AUTOMOTIVE COMPONENTS HOLDINGS LLC	183727804	ACH Commitment to the Environment  Automotive Components Holdings, LLC (ACH) has a formal written Environmental Policy focused on protecting and conserving the natural environment. Environmental stewardship is among ACH's highest corporate priorities, and the company is committed to conducting its business in an environmentally responsible manner. ACH's environmental objective is to distinguish corporate citizenship capabilities through a demonstration of decisive environmental stewardship and sustainable development initiatives.   The company operates an Environmental Management System consistent with the ISO 14001 International Standard and all ACH manufacturing facilities have been third-party certified to the ISO 14001 Standard. This includes identifying and acting upon significant environmental aspects and setting objectives and targets relating to operations and facilities, including:  - Managing air emissions,  - Conserving energy and natural resources,  - Managing materials to reduce environmental impact, and  - Conservation of natural resources.  The company complies with all current regulatory standards and often surpasses local applicable regulatory and legal requirements. We continually strive to  improve our environmental performance by working to minimize the creation of solid and liquid waste and eliminate practices that could have a harmful impact on future generations.	NO	GTEAGUE@ACH-LLC.COM			YES	 	
32514GLMNS8780E	1305203431907	000067561	METHANOL	TRI	2005	PALL MEMBRANE TECHNOLOGY CENTER	8780 ELY RD	PENSACOLA	ESCAMBIA	FL	32514	YES	NO	NO	NO	3081							326113						30.521209	-87.200462	005341813								PALL CORP	005341813	Changed leaching container size to reduce volume of Methanol used.	NO	AL_BRESSLER@PALL.COM			NO	 	
32501RCHHL407SO	1305203475254	N230	CERTAIN GLYCOL ETHERS	TRI	2005	REICHHOLD INC	425 S PACE BLVD	PENSACOLA	ESCAMBIA	FL	32502	YES	NO	NO	NO	2821							325211						30.407231	-87.241979	001220904								REICHHOLD INC	001220904	Improved emissions calculations, additional temperature readings, and actual monitoring for connection leakage accounted for many reductions in on-site release amounts.	NO	BRUCE.MCCALL@REICHHOLD.COM			NO	 	
32501RCHHL407SO	1305203475342	000108101	METHYL ISOBUTYL KETONE	TRI	2005	REICHHOLD INC	425 S PACE BLVD	PENSACOLA	ESCAMBIA	FL	32502	YES	NO	NO	NO	2821							325211						30.407231	-87.241979	001220904								REICHHOLD INC	001220904	Improved emissions calculations, additional temperature readings, and actual monitoring for connection leakage accounted for many reductions in on-site release amounts.	NO	BRUCE.MCCALL@REICHHOLD.COM			NO	 	
27407BRNMN3921S	1305203340827	000111422	DIETHANOLAMINE	TRI	2005	HARVIN REACTION TECHNOLOGY IN C	3921 SPRING GARDEN ST	GREENSBORO	GUILFORD	NC	274071605	YES	NO	NO	NO	2821	2891	2869					325211						36.063889	-79.865833	016434826								DASH MULTI-CORP	064652266	Overall business requiring this material has diminished.  It should be zero use for future calendar years.	NO	SODONNELL@HARVINREACTION.COM			NO	 	
23005DSWLL10098	1305203387232	007664417	AMMONIA	TRI	2005	DOSWELL ENERGY CENTER	10098 OLD RIDGE RD	ASHLAND	HANOVER	VA	23005	YES	NO	NO	NO	4911							221112						37.813056	-77.436389	617209036								DOSWELL LP	617209036	AMMONIA IS USED TO REDUCE A REGULATED POLLUTANT IN THE AIR OPERATING PERMIT. THIS PARAMETER IS MONITORED ELECTRONICALLY THROUGH CONTINUOUS RECORDING. THE USAGE OF AMMONIA IS DIRECTLY TIED TO THE UNIT PRODUCTION.	NO	CYNTHIA.BARLOW@NEXTERAENERGY.COM			NO	 	
14209SMSWD980EL	1305203455237	008001589	CREOSOTE	TRI	2005	OSMOSE INC	980 ELLICOTT ST	BUFFALO	ERIE	NY	14209	YES	NO	NO	NO	2879							325320						42.90488	-78.86584									OSMOSE INC		This chemical will be eliminated from our production by the end of 2006. We will only be generating waste from remediation program	NO	EGOETZ@OSMOSE.COM			NO	 	
82636NLCCH4900E	1305203476775	000067561	METHANOL	TRI	2005	NALCO CO - EVANSVILLE PLANT 108	4900 E YELLOWSTONE HWY	EVANSVILLE	NATRONA	WY	82636	YES	NO	NO	NO	2899							325998						42.85638	-106.24812	102660388								NALCO HOLDING CO	004962403	Note:  This facility's operations are batch.  As such, the production ratio, and emissions, will fluctuate drammatically from year to year.	NO	TLTUCKER@NALCO.COM			NO	 	
46801PHLPS4300N	1305203545532	000108952	PHENOL	TRI	2005	REA MAGNET WIRE CO	4300 NEW HAVEN AVE	FORT WAYNE	ALLEN	IN	46803	YES	NO	NO	NO	3357							331421						41.06888	-85.08389	004320032								REA MAGNET WIRE CO INC	004320032	Rea Magnet Wire purchased this facility from Phelps Dodge on February 10, 2006.	NO	NAYALA@REAWIRE.COM			NO	 	
46801PHLPS4300N	1305203545607	000098828	CUMENE	TRI	2005	REA MAGNET WIRE CO	4300 NEW HAVEN AVE	FORT WAYNE	ALLEN	IN	46803	YES	NO	NO	NO	3357							331421						41.06888	-85.08389	004320032								REA MAGNET WIRE CO INC	004320032	Rea Magnet Wire purchased this facility from Phelps Dodge on February 10, 2006.	NO	NAYALA@REAWIRE.COM			NO	 	
46801PHLPS4300N	1305203545633	000095636	1,2,4-TRIMETHYLBENZENE	TRI	2005	REA MAGNET WIRE CO	4300 NEW HAVEN AVE	FORT WAYNE	ALLEN	IN	46803	YES	NO	NO	NO	3357							331421						41.06888	-85.08389	004320032								REA MAGNET WIRE CO INC	004320032	Rea Magnet Wire purchased this facility from Phelps Dodge on February 10, 2006.	NO	NAYALA@REAWIRE.COM			NO	 	
03051TLDYN110LO	1305203545722	007439921	LEAD	PBT	2005	TELEDYNE PRINTED CIRCUIT TECHNOLOGY	110 LOWELL RD	HUDSON	HILLSBOROUGH	NH	03051	YES	NO	NO	NO	3672							334418						42.750039	-71.427232	001078062								TELEDYNE TECHNOLOGIES INC	112358432	During 2005 we changed our Hot Air Solder Leveling process from 63/37 Tin Lead to a "No Lead" composition.   This will substantually effect our lead use in the future.	NO	RDUBOIS@TELEDYNE.COM			YES	 	
44109CHMCL3751J	1305203434042	001717006	1,1-DICHLORO-1-FLUOROETHANE	TRI	2005	CHEMICAL SOLVENTS JENNINGS ROAD FACILITY	3751 JENNINGS RD	CLEVELAND	CUYAHOGA	OH	44109	YES	NO	NO	NO	2869	5169						325000						41.452522	-81.687715	052937885								CHEMICAL SOLVENTS INC		It was realized late in 2004 that no matter what was completed for air emmission controls we were loosing alot of materials to air emmissions.  In addition storing the material in a tank caused a quality assurance issue to water retention.  By pumping the material straight from a bulk tanker truck we significantly reduced air emmissions as well as addressing the quality assurance issue.	NO	TMCNEILLY@CHEMICALSOLVENTS.COM			NO	 	
56379STNPR336QU	1305203634163	000100425	STYRENE	TRI	2005	STONE PRODUCTS INC	3360 QUAIL RD NE	SAUK RAPIDS	BENTON	MN	56379	YES	NO	NO	NO	3089							326199						45.579287	-94.094622											Switched from Option D permit to Capped Air permit, which includes additional maintenance/inspection records.	NO	MARBLE97@EARTHLINK.NET			NO	 	
04092SLVXN45THO	1305203654049	N090	CHROMIUM COMPOUNDS(EXCEPT CHROMITE ORE MINED IN THE TRANSVAAL REGION)	TRI	2005	SILVEX INC	45 THOMAS DR	WESTBROOK	CUMBERLAND	ME	04092	YES	NO	NO	NO	3471							332813						43.649396	-70.350821	053440319										Our organization started up a new process which increased the use of this chemical. The process is new to us and reduction measures are now being implimented.	NO	PHILRIDLEY@SILVEXINC.COM			YES	 	
44255SYNFL10585	1305203368218	N420	LEAD COMPOUNDS	PBT	2005	EATON CORP	10585 MAIN ST	MANTUA	PORTAGE	OH	44255	YES	NO	NO	NO	3052							326220						41.279658	-81.224454	005356498								EATON CORP	005356498	Lead is no longer a component of one raw material.	NO				YES	 	
